date_start,date_end,card,descript,platform,detail_date,detail_card,detail_desc,detail_goods,detail_limit,update_dt
2022.11.10,2022.11.10,신한카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 10 (목) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도,2022-11-10 00:33:14.029141
2022.11.11,2022.11.11,삼성카드,SSGPAY전용 10% 청구할인 ,ssg.com,2022. 11. 11 (금) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 10% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-11 00:36:25.031399
2022.11.12,2022.11.12,삼성카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 12 (토) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-12 00:36:00.296638
2022.11.13,2022.11.13,신한카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 13 (일) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-11-13 00:30:42.497531
2022.11.14,2022.11.15,SSG.COM삼성카드,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 11. 14 (월) ~ 11. 15 (화) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 5% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-11-15 00:31:35.613705
2022.11.14,2022.11.15,삼성카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 14 (월) ~ 11. 15 (화) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-15 00:31:35.613705
2022.11.16,2022.11.16,KB국민카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 16 (수) (※승인일시 기준),"KB국민카드 (기업/선불/기프트/KB비씨/KB증권/카카오뱅크카드 제외, 체크카드 포함)",SSGPAY로 KB국민카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도 (가족카드 회원 포함),2022-11-16 00:32:44.098887
2022.11.17,2022.11.18,삼성카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 17 (목) ~ 11. 18 (금) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-18 00:36:07.803645
2022.11.17,2022.11.18,SSG.COM삼성카드,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 11. 17 (목) ~ 11. 18 (금) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 5% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-11-18 00:36:07.803645
2022.11.19,2022.11.19,현대카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 19 (토) (※승인일시 기준),"모든 현대카드 기소지 회원 대상 (※단, 법인/선불/기프트/체크/하이브리드 카드 제외)",SSGPAY로 현대카드 7만원 이상 결제 시 5% 청구할인 (※SSGPAY가 아닌 타 결제수단으로 결제 시 청구할인 적용불가),"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",현대카드 1인 1일 5만원 한도,2022-11-19 00:32:44.563748
2022.11.20,2022.11.20,삼성카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 20 (일) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-20 00:34:04.314956
2022.11.20,2022.11.20,SSG.COM삼성카드,최대 3만원! 5% 즉시할인 ,ssg.com,2022. 11. 20 (일) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 5% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-11-20 00:34:04.314956
2022.11.14,2022.11.20,신한카드,대상상품 10% 청구할인 ,ssg.com,2022. 11. 14 (월) ~ 11. 20 (일) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",위니아/구찌/프리미엄아울렛/까사미아 상품 신한카드로 10만원 이상 결제 시 10% 청구할인,위니아/구찌/프리미엄아울렛/까사미아 상품 (※일부상품 제외),위니아/구찌/프리미엄아울렛/까사미아 상품 행사 상품을 함께 결제 할 경우 청구할인 적용이 불가하니 반드시 각각 결제하시기 바랍니다.,2022-11-20 00:34:04.314956
2022.11.21,2022.11.21,신한카드,SSGPAY전용 7% 청구할인 ,ssg.com,2022. 11. 21 (월) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 20만원 한도,2022-11-21 00:32:13.850869
2022.03.28,2023.02.16,현대카드,장기무이자 최대 20개월 혜택! ,ssg.com,,,,,,2022-11-22 00:32:20.860848
2022.11.22,2022.11.23,삼성카드,SSGPAY전용 7% 청구할인 ,ssg.com,2022. 11. 22 (화) ~ 11. 23 (수) (※승인일시 기준),삼성 개인신용카드 (법인/선불/체크/기프트/충전카드 제외),SSGPAY로 삼성카드 7만원 이상 결제 시 7% 청구할인,SSG.COM 상품 (서비스 상품/상품권 및 일부상품 제외),SSGPAY가 아닌 타 결제수단으로 삼성카드 결제 시 청구할인이 적용되지 않습니다.,2022-11-23 00:26:58.465162
2022.11.22,2022.11.23,SSG.COM삼성카드,최대 3만원! 3% 즉시할인 ,ssg.com,2022. 11. 22 (화) ~ 11. 23 (수) (※승인일시 기준),SSG.COM삼성카드 ※본 프로모션은 SSG.COM삼성카드를 보유하신 기존 회원님께 적용되는 혜택입니다.,SSG.COM삼성카드로 결제 시 3% 즉시할인,"SSG.COM 상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM삼성카드를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-11-23 00:26:58.465162
2022.11.24,2022.11.24,신한카드,SSGPAY전용 5% 청구할인 ,ssg.com,2022. 11. 24 (목) (※승인일시 기준),"신한카드 (※단, 신한BC/법인/선불/기프트 카드 제외, 체크카드 포함)",SSGPAY로 신한카드 7만원 이상 결제 시 5% 청구할인,SSG.COM 상품 (※서비스 상품/상품권 및 일부상품 제외),1인 1일 최대 5만원 한도,2022-11-24 00:33:16.489238
2022.11.12,2022.11.30,SSG.COM카드 Edition2,최대 3만원! 8% 즉시할인 ,ssg.com,2022. 11. 12 (토) ~ 11. 30 (수) (※승인일시 기준),"SSG.COM카드 Edition2 (※선불,체크,기프트,법인카드 제외)",SSG.COM카드 Edition2로 결제 시 대상상품 금액의 8% 즉시할인,"SSG.COM상품 (※서비스 상품, 상품권 및 일부상품 제외)",결제페이지에서 SSG.COM카드 Edition2를 선택하시면 즉시할인이 적용 된 카드할인 최적가를 확인하실 수 있습니다. (※즉시할인 적용 시 결제쿠폰/상품쿠폰/등급쿠폰 등 타 쿠폰 사용 불가),2022-11-24 00:33:16.489238
